"Store,Dept,lag_1_start,lag_2_start"
"24,27,2345.21,2073.33"
"24,28,995.92,818.69"
"24,29,4984.47,5563.45"
"24,30,3863.05,3219.6"
"24,31,2301.26,1986.52"
"24,32,4831.1,5824.41"
"24,33,5637.1,4907.95"
"24,34,14724.14,15149.28"
"24,35,2205.6,2842.79"
"24,36,942.39,1070.11"
"24,37,3176.78,3241.82"
"24,38,57995.38,51052.4"
"24,40,45908.36,45445.66"
"24,41,1294.54,1003.62"
"24,42,6625.63,5732.41"
"24,44,5604.61,5352.16"
"24,45,11.97,11.97"
"24,46,14308.81,13172.89"
"24,47,-109.0,-57.86"
"24,49,4844.99,5424.93"
"24,50,595.0,1151.0"
"24,51,1.5,1.5"
"24,52,1374.53,1127.58"
"24,54,12.88,15.88"
"24,55,11487.57,8451.52"
"24,56,461.03,690.48"
"24,58,2735.0,2485.0"
"24,59,217.63,193.37"
"24,60,90.0,81.0"
"24,67,9978.99,9818.71"
"24,71,3832.19,4265.2"
"24,72,47111.51,50482.07"
"24,74,14334.32,13349.07"
"24,77,125.0,198.0"
"24,78,1.0,1.0"
"24,79,20413.54,22136.44"
"24,80,28520.29,28471.35"
"24,81,25379.61,23715.41"
"24,82,24047.83,18097.24"
"24,83,3606.65,3481.28"
"24,85,1566.93,1741.31"
"24,87,25692.58,24136.43"
"24,90,78170.17,75301.99"
"24,91,49890.67,49822.12"
"24,92,134136.75,126124.97"
"24,93,37830.97,37762.01"
"24,94,47756.14,46564.79"
"24,95,90839.46,84716.46"
"24,96,11920.07,10964.19"
"24,97,18062.9,17334.57"
"24,98,11107.47,10345.03"
"24,99,100.0,580.0"
"25,1,35637.21,26495.12"
"25,2,34201.23,37016.24"
"25,3,7727.57,7117.4"
"25,4,20031.95,19782.28"
"25,5,10425.7,12729.23"
"25,6,2819.75,2013.03"
"25,7,13370.66,14983.16"
"25,8,32508.41,32011.53"
"25,9,11117.87,12181.03"
"25,10,25195.37,20577.85"
"25,11,9121.5,8967.63"
"25,12,3140.9,2924.02"
"25,13,24581.56,25498.88"
"25,14,7891.3,9280.08"
"25,16,4215.16,4177.4"
"25,17,11676.0,10850.65"
"25,18,12514.17,10588.6"
"25,19,1.5,1.5"
"25,20,2926.94,2186.16"
"25,21,4520.55,4454.99"
"25,22,4879.69,5762.04"
"25,23,16779.65,17179.8"
"25,24,3059.35,3271.55"
"25,25,6538.7,7467.68"
"25,26,4181.85,4174.1"
"25,27,1350.67,1469.8"
"25,28,1230.11,767.21"
"25,29,4051.68,2799.32"
"25,30,2325.52,1519.68"
"25,31,1382.47,1228.9"
"25,32,3228.58,3232.66"
"25,33,2758.19,3037.31"
"25,34,9987.7,9560.84"
"25,35,1585.7,2010.22"
"25,36,675.78,991.47"
"25,37,3550.39,3220.26"
"25,38,37972.24,42609.35"
"25,40,42616.74,41693.07"
"25,41,4278.74,3127.03"
"25,42,5179.22,6305.93"
"25,44,5456.08,4172.05"
"25,45,47.88,35.91"
"25,46,17684.37,16764.73"
"25,47,148.0,12.0"
"25,48,-99.87,1.5"
"25,49,11189.63,12486.02"
"25,50,2317.0,1810.0"
"25,51,7.0,6.5"
"25,52,1494.53,1283.55"
"25,54,4.88,38.92"
"25,55,4567.47,3575.26"
"25,56,1078.63,1703.48"
"25,58,535.0,275.0"
"25,59,220.51,125.48"
"25,60,234.0,144.0"
"25,67,9053.76,8167.81"
"25,71,3356.45,2718.08"
"25,72,28271.73,30616.37"
"25,74,9984.12,11393.03"
"25,77,318.0,636.0"
"25,78,3.0,3.0"
"25,79,7600.15,9579.69"
"25,80,548.41,499.6"
"25,81,9679.36,9987.65"
"25,82,11610.9,11042.55"
"25,83,206.16,200.84"
"25,85,3549.28,2451.15"
"25,87,6477.27,6856.4"
"25,90,13810.77,13828.69"
"25,91,8770.7,8353.15"
"25,92,44974.22,45406.55"
"25,93,848.14,728.28"
"25,94,4793.88,5817.69"
"25,95,45344.8,46216.71"
"25,96,-1.27,0.0"
"25,97,3001.31,2989.92"
"25,98,1045.54,1074.62"
"26,1,23949.13,20256.62"
"26,2,26726.13,25942.41"
"26,3,5584.94,6488.26"
"26,4,24704.77,23878.36"
"26,5,16452.91,14898.28"
"26,6,2596.09,2848.42"
"26,7,12859.0,14619.52"
"26,8,29359.34,27580.59"
"26,9,17203.65,14580.83"
"26,10,8421.15,9662.26"
"26,11,12248.0,15335.79"
"26,12,3722.16,3646.19"
"26,13,21404.9,20879.98"
"26,14,9983.27,11253.81"
"26,16,3929.43,5206.59"
"26,17,8358.99,8297.76"
"26,18,8100.77,6209.48"
"26,19,1597.03,1552.42"
"26,20,2702.27,2709.32"
"26,21,5651.55,5165.81"
"26,22,5897.86,7013.49"
"26,23,14525.28,14165.29"
"26,24,2707.95,2211.58"
"26,25,5442.85,6272.36"
"26,26,3817.41,3846.43"
"26,27,1594.85,1579.59"
"26,28,708.67,566.39"
"26,29,3821.2,3920.77"
"26,30,2287.9,2402.52"
"26,31,1335.68,1437.66"
"26,32,3695.64,2884.04"
"26,33,3145.38,2826.03"
"26,34,7763.88,7875.33"
"26,35,1754.69,2151.12"
"26,36,880.43,894.13"
"26,38,86813.55,110440.94"
"26,40,36454.82,36699.87"
"26,41,497.03,349.47"
"26,42,2918.55,3743.21"
"26,44,5347.21,3965.58"
"26,45,53.91,47.88"
"26,46,9999.77,8606.94"
"26,47,35.92,78.0"
"26,48,496.0,775.0"
"26,49,3230.7,5397.91"
"26,50,-79.0,777.0"
"26,51,-1.36,4.36"
"26,52,1863.11,1678.88"
"26,54,42.8,30.92"
"26,55,6935.85,5684.11"
"26,56,906.11,821.65"
"26,59,130.12,136.2"
"26,60,144.0,162.0"
"26,67,6076.42,5637.88"
"26,71,2281.08,2071.21"
"26,72,44430.12,33020.92"
"26,74,8643.21,9257.58"
"26,77,198.0,198.0"
"26,78,12.0,8.87"
"26,79,9013.11,11804.63"
"26,80,18753.31,18459.44"
"26,81,18578.18,18900.12"
"26,82,16438.21,14388.78"
"26,83,2043.14,2379.16"
"26,85,1664.35,1678.7"
"26,87,25372.67,23636.48"
"26,90,56582.33,58555.78"
"26,91,35367.67,38903.1"
"26,92,85968.84,89664.58"
"26,93,23714.72,25621.53"
"26,94,38364.02,37924.29"
"26,95,66967.51,66621.34"
"26,96,16828.71,15915.29"
"26,97,13246.7,13493.62"
"26,98,7577.61,8079.6"
"26,99,70.0,390.0"
"27,1,52612.95,38209.59"
"27,2,76929.73,76631.7"
"27,3,12431.35,12759.35"
"27,4,43600.31,38917.3"
"27,5,25572.59,26121.06"
"27,6,5339.65,3902.69"
"27,7,33897.78,28530.84"
"27,8,47216.92,43084.81"
"27,9,28038.06,24035.57"
"27,10,33511.6,33258.19"
"27,11,16125.75,17860.17"
"27,12,3602.38,3407.27"
"27,13,53524.43,51962.34"
"27,14,25627.42,23950.37"
"27,16,5413.89,5071.31"
"27,17,20325.55,17650.91"
"27,18,25771.23,20775.91"
"27,19,1985.16,1764.43"
"27,20,9968.84,9067.89"
"27,21,5320.02,4835.22"
"27,22,17449.06,16118.25"
"27,23,36183.8,41370.49"
"27,24,11944.2,11139.79"
"27,25,13348.51,12443.0"
"27,26,13540.63,16822.89"
"27,27,2580.02,2678.91"
"27,28,1475.8,1200.3"
"27,29,8245.66,7995.55"
"27,30,3815.98,3929.48"
"27,31,2702.52,3124.19"
"27,32,6806.78,5669.04"
"27,33,10910.01,10961.55"
"27,34,17854.65,15882.91"
"27,35,3822.65,3810.33"
"27,36,3490.54,3105.75"
"27,37,2234.67,2424.98"
"27,38,32357.95,36755.67"
"27,39,1.98,0.0"
"27,40,69795.8,69874.26"
"27,41,2345.37,2256.8"
"27,42,10184.01,10007.09"
"27,44,5126.27,5136.55"
"27,45,11.97,11.97"
"27,46,37986.41,36980.92"
"27,47,-39.5,0.0"
"27,49,10740.42,15499.67"
"27,50,2540.5,3411.0"
"27,51,-2.36,3.0"
"27,52,2694.89,2706.73"
"27,54,66.84,31.92"
"27,55,14935.98,8931.4"
"27,56,597.13,705.53"
"27,58,585.0,2615.0"
"27,59,392.79,283.55"
"27,60,117.0,72.0"
"27,67,10633.7,9510.9"
"27,71,9505.18,9798.5"
"27,72,46623.71,57389.68"
"27,74,23144.44,23710.43"
"27,77,175.0,175.0"
"27,78,7.0,-7.0"
"27,79,34962.06,36277.16"
"27,80,24943.85,23345.91"
"27,81,28777.23,25981.89"
"27,82,32167.24,24167.72"
"27,83,6994.34,6632.05"
"27,85,2974.29,3710.99"
"27,87,16192.9,16465.63"
"27,90,97305.99,90573.3"
"27,91,61129.74,58720.37"
"27,92,156059.63,141544.19"
"27,93,51656.24,49980.13"
"27,94,63096.92,60461.14"
"27,95,113812.81,101088.31"
"27,96,17548.61,16119.97"
"27,97,18608.71,18198.48"
"27,98,13222.7,10955.07"
"27,99,80.0,435.0"
"28,1,23731.03,22512.43"
"28,2,50532.41,48620.52"
"28,3,8104.09,8021.55"
"28,4,26239.54,24686.46"
"28,5,22406.18,22017.15"
"28,6,2768.09,2214.41"
"28,7,30576.3,24579.37"
"28,8,32453.2,31765.79"
"28,9,15969.29,13143.49"
"28,10,21961.92,19109.08"
"28,11,10369.2,10764.55"
"28,12,3167.25,3172.4"
"28,13,35417.45,35295.59"
"28,14,13636.68,13018.4"
"28,16,2920.97,2869.3"
"28,17,8438.35,8290.65"
"28,18,21095.83,15036.82"
"28,19,1264.66,1146.86"
"28,20,3673.6,4296.84"
"28,21,4083.05,3822.72"
"28,22,8641.45,8662.34"
"28,23,28722.94,26532.23"
"28,24,7599.19,6880.49"
"28,25,14772.63,14516.94"
"28,26,11780.5,10542.69"
"28,27,1938.99,1915.49"
"28,28,541.62,575.73"
"28,29,4333.59,3752.99"
"28,30,2205.18,2775.17"
"28,31,1900.03,1401.06"
"28,32,6088.59,6522.48"
"28,33,8846.1,9033.43"
"28,34,15406.14,13673.31"
"28,35,1886.59,2093.36"
"28,36,1330.7,659.94"
"28,37,1849.92,1664.97"
"28,38,56649.43,46263.19"
"28,40,44681.51,42350.48"
"28,41,1359.3,1622.37"
"28,42,7046.05,6217.51"
"28,43,0.5,1.0"
"28,44,5433.67,4948.67"
"28,45,11.97,59.85"
"28,46,18249.34,17242.74"
"28,47,21.0,34.0"
"28,49,12339.18,11831.57"
"28,51,-10.56,4.56"
"28,52,1899.88,2018.69"
"28,54,28.8,5.12"
"28,55,6820.54,5824.15"
"28,56,92.92,241.49"
"28,58,7585.0,1735.0"
"28,59,127.8,134.71"
"28,60,450.0,513.0"
"28,67,5361.64,5121.29"
"28,71,4962.61,3881.74"
"28,72,42532.22,45519.71"
"28,74,9552.8,10303.22"
"28,77,594.0,477.0"
"28,78,5.0,12.88"
"28,79,39065.13,36604.2"
"28,80,17707.94,17166.32"
"28,81,20497.92,19479.33"
"28,82,17771.19,17844.72"
"28,83,4577.44,5076.12"
"28,85,1141.93,1094.15"
"28,87,15255.36,11944.14"
"28,90,60974.68,59617.62"
"28,91,46311.17,46107.75"
"28,92,87256.69,85902.34"
"28,93,38865.25,39056.01"
"28,94,35638.2,34878.39"
"28,95,82940.07,80720.84"
"28,96,34107.66,28320.29"
"28,97,20298.12,19999.38"
"28,98,9625.92,8556.35"
"28,99,80.0,400.0"
"29,1,22637.67,17654.74"
"29,2,26070.1,25132.78"
"29,3,6541.84,6348.15"
"29,4,16512.89,15520.36"
"29,5,10328.06,17657.2"
"29,6,1062.59,1356.7"
"29,7,11260.3,13066.83"
"29,8,23498.69,21663.79"
"29,9,12002.24,9223.17"
"29,10,9292.04,8107.55"
"29,11,6392.46,8100.23"
"29,12,2083.55,1814.37"
"29,13,19051.93,18340.17"
"29,14,9291.2,6620.07"
"29,16,2143.74,2165.49"
"29,17,9197.5,8650.45"
"29,18,5024.88,3747.05"
"29,19,3.0,15.0"
"29,20,3255.52,3230.01"
"29,21,3992.13,3068.52"
"29,22,4565.55,5144.71"
"29,23,18203.08,22957.76"
"29,24,4350.97,5589.94"
"29,25,7406.58,7732.81"
"29,26,4028.87,5608.29"
"29,27,1829.64,1849.43"
"29,28,977.54,987.7"
"29,29,5606.54,5542.16"
"29,30,2593.19,2133.54"
"29,31,1472.98,2102.37"
"29,32,3019.17,2948.83"
"29,33,4292.09,5123.86"
"29,34,11550.4,11263.43"
"29,35,2122.16,2453.21"
"29,36,1261.62,1601.57"
"29,38,40069.89,44263.4"
"29,40,30458.8,29708.54"
"29,41,254.0,530.0"
"29,42,4142.21,3803.95"
"29,43,0.5,0.5"
"29,44,2096.09,1454.97"
"29,45,28.84,28.84"
"29,46,12104.74,10791.36"
"29,47,-33.0,-15.0"
"29,48,14.97,14.97"
"29,49,4.96,-184.32"
"29,51,2.0,9.96"
"29,52,904.44,570.57"
"29,54,5.88,-40.0"
"29,55,3816.63,2456.27"
"29,56,704.55,867.84"
"29,58,340.0,355.0"
"29,59,93.66,141.36"
"29,60,387.0,180.0"
"29,67,6091.76,5333.85"
"29,71,1764.98,1784.76"
"29,72,26375.3,21859.52"
"29,74,7727.01,8000.12"
"29,77,183.0,159.0"
"29,78,12.0,1.0"
"29,79,8196.17,7631.94"
"29,80,-178.15,24.8"
"29,81,6083.32,5380.41"
"29,82,14796.89,8350.3"
"29,83,755.94,713.96"
"29,85,1261.94,1060.63"
"29,87,8604.29,8850.72"
"29,90,12445.77,11704.06"
"29,91,4470.02,4430.38"
"29,92,31432.83,28898.9"
"29,93,1350.64,1397.68"
"29,94,5.88,1.0"
"29,95,33247.02,29909.96"
"29,96,24.0,3.0"
"29,97,2248.38,2078.96"
"29,98,335.97,206.79"
"29,99,29.88,0.0"
"30,1,12863.85,10673.62"
"30,2,12919.04,12455.54"
"30,3,628.68,708.15"
"30,4,12908.33,13380.77"
"30,5,464.32,323.48"
"30,6,7.94,25.76"
"30,7,226.63,154.06"
"30,8,12860.53,12139.78"
"30,9,5.34,2.67"
"30,10,195.99,252.41"
"30,11,821.41,678.0"
"30,12,112.95,87.4"
"30,13,10646.97,11071.5"
"30,14,703.87,750.07"
"30,16,1400.31,1410.51"
"30,17,1.5,2.34"
"30,18,747.67,520.54"
"30,19,2.38,0.0"
"30,20,36.0,44.0"
"30,21,977.54,1084.67"
"30,22,14.32,64.44"
"30,23,25.44,8.48"
"30,24,14.56,8.94"
"30,25,40.0,19.94"
"30,26,12.87,4.0"
"30,27,7.5,4.47"
"30,28,44.19,80.86"
"30,29,10.96,10.96"
"30,31,26.5,50.38"
"30,32,46.88,64.52"
"30,33,2.5,12.0"
"30,34,3.5,5.6"
"30,38,58445.43,57854.78"
"30,40,23521.23,23286.95"
"30,41,5.0,1.5"
"30,42,110.18,80.5"
"30,44,2.97,2.97"
"30,46,5256.16,5443.95"
"30,49,-5.97,2.0"
"30,52,2.94,4.41"
"30,55,11.88,23.76"
"30,56,16.84,78.94"
"30,59,17.0,17.11"
"30,60,531.0,468.0"
"30,67,1265.64,1187.86"
"30,72,25.88,101.6"
"30,74,4.0,99.62"
"30,79,5868.19,5702.62"
"30,80,6441.39,6596.47"
"30,81,10423.29,10810.01"
"30,82,3780.05,3923.19"
"30,83,1194.45,1187.62"
"30,85,99.78,10.45"
"30,87,215.32,284.56"
"30,90,37110.15,36822.26"
"30,91,30092.5,31475.78"
"30,92,56424.87,56712.16"
"30,93,23674.79,23725.94"
"30,94,25389.19,25282.2"
"30,95,44954.61,44553.35"
"30,96,19227.7,18530.77"
"30,97,12765.38,13092.35"
"30,98,3881.6,4225.21"
"30,99,0.02,0.02"
"31,1,22652.14,19079.81"
"31,2,58208.08,59715.89"
"31,3,7066.53,7150.05"
"31,4,33445.26,34796.74"
"31,5,16614.57,19512.7"
"31,6,1755.65,924.91"
"31,7,18942.1,19414.43"
"31,8,25442.7,25441.34"
"31,9,8574.93,9474.0"
"31,10,16275.47,16458.87"
"31,11,10107.07,9740.55"
"31,12,3024.97,2497.21"
"31,13,43482.72,44206.55"
"31,14,14431.39,16053.75"
"31,16,3019.24,3200.59"
"31,17,7661.51,8544.66"
"31,18,11766.47,7563.22"
"31,19,19.73,28.14"
"31,20,5663.45,5639.27"
"31,21,3672.37,3772.88"
"31,22,6784.87,8161.01"
"31,23,21771.37,17425.52"
"31,24,5016.15,4193.99"
"31,25,9677.62,8947.99"
"31,26,8074.3,8029.73"
"31,27,1411.46,1157.12"
"31,28,803.29,614.4"
"31,29,4674.11,3826.36"
"31,30,2621.7,3053.87"
"31,31,2522.04,2328.66"
"31,32,3673.4,5701.4"
"31,33,4996.8,4284.1"
"31,34,12975.36,12569.97"
"31,35,1639.6,1433.38"
"31,36,742.04,558.62"
"31,37,2208.17,2027.33"
"31,38,83599.59,72369.66"
"31,40,58784.04,58988.14"
"31,41,2194.39,1999.77"
"31,42,5903.68,5930.21"
"31,44,2511.43,2765.48"
"31,45,10.47,11.94"
"31,46,23221.21,23091.93"
"31,47,-224.0,7.5"
"31,49,9075.7,9148.91"
"31,51,1.0,4.97"
"31,52,750.54,708.19"
"31,54,69.84,69.84"
"31,55,5562.76,5808.57"
"31,56,903.39,1661.71"
"31,58,4390.0,2740.0"
"31,59,137.84,187.14"
"31,60,369.0,252.0"
"31,67,5452.91,5851.26"
"31,71,3248.08,4526.81"
"31,72,43471.72,45062.29"
"31,74,12713.52,12165.16"
"31,77,9.94,9.94"
"31,78,7.0,-12.88"
"31,79,30681.1,33714.93"
"31,80,17860.81,19088.55"
"31,81,22832.36,24788.31"
"31,82,22068.99,19165.71"
"31,83,7718.8,8895.68"
"31,85,1142.64,1465.13"
"31,87,13224.92,8477.91"
"31,90,84924.7,91133.11"
"31,91,62784.8,70287.16"
"31,92,124776.52,141980.02"
"31,93,58160.69,65099.28"
"31,94,66154.79,68069.34"
"31,95,97478.08,104460.17"
"31,96,28213.66,28863.28"
"31,97,27702.32,31112.92"
"31,98,10729.1,11272.87"
"31,99,20.0,190.0"
"32,1,40245.23,30845.99"
"32,2,53135.12,54256.83"
"32,3,11839.77,11963.16"
"32,4,28346.49,28555.95"
"32,5,20783.62,22927.02"
"32,6,2803.06,4345.96"
"32,7,19144.84,19357.14"
"32,8,24995.5,25393.73"
"32,9,20180.94,22375.04"
"32,10,35044.14,25148.0"
"32,11,16900.85,13860.85"
"32,12,3195.0,3390.27"
"32,13,30561.07,30601.96"
"32,14,15168.71,15102.05"
"32,16,3895.62,3566.12"
"32,17,11031.9,14202.43"
"32,18,15979.84,13042.36"
"32,19,2325.68,1930.0"
"32,20,3663.8,4569.89"
"32,21,4610.3,4321.5"
"32,22,8776.94,10556.26"
"32,23,23670.93,19376.35"
"32,24,4739.54,5803.27"
"32,25,9554.08,7585.33"
"32,26,6823.5,7032.29"
"32,27,1609.99,2108.27"
"32,28,1152.92,1114.01"
"32,29,4165.3,3798.1"
"32,30,2400.56,1742.88"
"32,31,3492.14,3314.32"
"32,32,4325.79,4744.63"
"32,33,4066.76,5003.76"
"32,34,11576.35,12762.46"
"32,35,1813.76,1521.52"
"32,36,1959.04,2162.41"
"32,37,3464.39,3068.02"
"32,38,66073.32,70063.24"
"32,40,61745.56,61643.83"
"32,41,3867.61,4262.68"
"32,42,6480.29,7689.03"
"32,44,6225.76,5395.68"
"32,45,5.97,11.94"
"32,46,27296.18,25055.87"
"32,47,-18.0,18.0"
"32,48,28.0,8.0"
"32,49,6194.51,4986.78"
"32,51,1.0,1.0"
"32,52,2893.68,2638.69"
"32,54,83.76,11.76"
"32,55,7947.36,6559.91"
"32,56,1091.11,1522.52"
"32,58,1775.0,2200.0"
"32,59,291.28,197.21"
"32,60,648.0,828.0"
"32,67,8464.65,9038.3"
"32,71,6904.09,5269.02"
"32,72,44371.44,40194.4"
"32,74,14064.37,16351.43"
"32,77,100.0,795.0"
"32,78,8.0,5.0"
"32,79,13961.73,14252.77"
"32,80,18107.09,18701.85"
"32,81,15691.63,16098.45"
"32,82,17825.67,17120.44"
"32,83,3497.29,3360.08"
"32,85,1868.42,1665.91"
"32,87,8705.97,9540.68"
"32,90,65223.73,64380.91"
"32,91,46239.79,48086.28"
"32,92,110741.63,107917.37"
"32,93,31877.0,31661.26"
"32,94,52074.67,51906.2"
"32,95,82670.31,81412.91"
"32,96,2424.13,2326.97"
"32,97,16184.29,16714.18"
"32,98,9012.5,8781.35"
"32,99,12.0,60.0"
"33,1,3210.15,3292.57"
"33,2,8218.23,8074.68"
"33,3,213.02,156.87"
"33,4,6218.49,6548.79"
"33,5,90.0,50.0"
"33,6,12.75,7.34"
"33,7,252.72,252.96"
"33,8,4712.1,4836.7"
"33,9,22.76,22.63"
"33,10,73.63,164.7"
"33,11,190.51,69.16"
"33,12,12.41,19.72"
"33,13,7172.26,7199.13"
"33,14,602.16,703.66"
"33,16,248.24,215.56"
"33,17,218.57,237.41"
"33,18,610.61,386.34"
"33,20,13.97,19.47"
"33,21,181.01,110.14"
"33,22,10.5,3.0"
"33,23,3.36,6.72"
"33,24,5.27,7.97"
"33,25,2.0,2.96"
"33,26,114.6,81.76"
"33,27,1.0,0.0"
"33,31,8.0,22.38"
"33,32,9.0,2.0"
"33,33,2.5,2.5"
"33,34,3.0,3.0"
"33,35,15.0,15.0"
"33,36,45.0,37.5"
"33,38,24841.05,20090.7"
"33,40,7962.87,6777.27"
"33,41,9.0,51.0"
"33,42,111.22,52.39"
"33,44,10.0,8.47"
"33,46,1730.72,1787.61"
"33,49,5.0,5.0"
"33,52,3.5,3.5"
"33,55,25.0,35.0"
"33,56,9.0,42.0"
"33,59,14.68,14.68"
"33,60,45.0,45.0"
"33,67,815.8,789.4"
"33,71,5.0,0.0"
"33,72,9.0,19.76"
"33,74,313.12,232.46"
"33,79,12536.24,12346.48"
"33,80,6101.03,5826.23"
"33,81,8605.28,8289.66"
"33,82,3209.13,4481.96"
"33,83,1440.23,1970.57"
"33,87,474.98,180.0"
"33,90,24327.91,25139.2"
"33,91,9275.64,10235.45"
"33,92,29769.62,31039.98"
"33,93,15982.31,16328.19"
"33,94,24224.13,25177.17"
"33,95,26681.23,27840.36"
"33,96,11491.88,11604.22"
"33,97,4879.55,5110.18"
"33,98,6497.75,6586.61"
"33,99,0.01,0.04"
"34,1,25051.36,23496.65"
"34,2,31785.25,32900.71"
"34,3,5715.89,6204.23"
"34,4,20716.55,20360.59"
"34,5,18541.14,15669.78"
"34,6,2484.78,4222.17"
"34,7,15372.42,14110.86"
"34,8,27484.98,27810.74"
"34,9,28344.58,17242.57"
"34,10,16652.1,14993.15"
"34,11,14501.59,11337.85"
"34,12,5127.58,5280.82"
"34,13,22592.17,22757.37"
"34,14,8930.71,9801.87"
"34,16,4841.81,6112.21"
"34,17,7035.13,6868.24"
"34,18,13001.02,8345.37"
"34,19,16.44,135.52"
"34,20,2124.6,2652.02"
"34,21,3912.19,3760.11"
"34,22,5282.29,6170.79"
"34,23,14123.03,11268.5"
"34,24,3515.74,2219.64"
"34,25,6035.94,4694.47"
"34,26,4737.55,4378.34"
"34,27,1090.09,664.74"
"34,28,297.91,311.18"
"34,29,2106.57,2061.35"
"34,30,1713.1,1419.52"
"34,31,1023.69,874.87"
"34,32,4236.17,3410.3"
"34,33,3946.93,2902.79"
"34,34,6244.65,6247.43"
"34,35,903.43,1512.88"
"34,36,619.79,603.7"
"34,37,2203.04,2322.46"
"34,38,40344.49,47421.16"
"34,40,39153.07,39378.34"
"34,41,537.46,493.91"
"34,42,4057.83,4741.37"
"34,44,4046.07,3824.96"
"34,45,10.47,11.97"
"34,46,14810.59,14968.39"
"34,47,-168.0,-168.0"
"34,48,5679.0,4074.0"
"34,49,3039.8,2388.77"
"34,51,1.98,1.98"
"34,52,1267.62,1475.17"
"34,54,14.88,59.88"
"34,55,8620.67,6442.13"
"34,56,469.95,699.99"
"34,58,960.0,1650.0"
"34,59,243.82,242.33"
"34,60,72.0,72.0"
"34,65,41457.76,46625.22"
"34,67,6700.94,7524.48"
"34,71,2435.5,2506.64"
"34,72,27439.9,39773.6"
"34,74,7031.77,6257.06"
"34,77,159.0,795.0"
"34,78,3.0,0.0"
"34,79,14284.24,15229.08"
"34,80,12171.4,12100.45"
"34,81,16549.14,16608.17"
"34,82,17253.23,17249.52"
"34,83,2478.48,3076.52"
"34,85,1277.38,1505.96"
"34,87,8077.01,8181.35"
"34,90,46830.95,48403.14"
"34,91,34330.26,37765.58"
"34,92,72991.31,75334.29"
"34,93,32093.5,33924.46"
"34,94,39055.63,39099.92"
"34,95,68644.81,70023.85"
"34,96,23704.32,22449.45"
"34,97,18521.65,19000.15"
"34,98,9005.61,9664.6"
"34,99,30.0,250.0"
"35,1,25693.46,19767.19"
"35,2,46016.07,45374.49"
"35,3,8319.5,7959.58"
"35,4,19932.02,16953.81"
"35,5,19590.53,19518.18"
"35,6,2002.85,3181.0"
"35,7,25195.73,22073.41"
"35,8,20084.18,19478.71"
"35,9,13630.92,9114.31"
"35,10,15071.72,15732.96"
"35,11,11101.9,13656.77"
"35,12,1950.78,2325.36"
"35,13,31487.59,32141.73"
"35,14,22116.65,24766.86"
"35,16,222.38,99.17"
"35,17,15590.18,14420.3"
"35,18,13855.4,10726.81"
"35,19,-15.44,-2.97"
"35,20,8193.81,9561.18"
"35,21,2755.56,2665.84"
"35,22,18699.67,18587.27"
"35,23,36645.68,42468.53"
"35,24,10363.85,12121.4"
"35,25,14510.04,15061.85"
"35,26,13486.77,16577.0"
"35,27,1891.06,2355.12"
"35,28,1208.87,1208.56"
"35,29,8356.5,7936.52"
"35,30,3619.99,4529.34"
"35,31,3621.67,4379.48"
"35,32,4598.33,5283.33"
"35,33,11750.73,10973.24"
"35,34,26943.79,22813.34"
"35,35,3109.18,3026.87"
"35,36,3494.23,3872.78"
"35,38,40767.08,31436.48"
"35,40,38386.21,36865.08"
"35,41,1370.25,1530.7"
"35,42,8200.44,8580.2"
"35,44,2271.14,1931.72"
"35,45,4.5,4.5"
"35,46,15956.49,14338.08"
"35,47,-289.0,129.0"
"35,49,10.0,2.0"
"35,51,1.16,4.28"
"35,52,1853.77,1242.97"
"35,54,15.0,64.0"
"35,55,7245.52,5888.85"
"35,56,140.22,223.12"
"35,58,2235.0,2210.0"
"35,59,29.14,19.98"
"35,60,90.0,54.0"
"35,67,5866.27,5149.8"
"35,71,9076.24,7740.95"
"35,72,78390.69,78760.85"
"35,74,18804.61,17218.5"
"35,77,-2.34,204.0"
"35,78,3.0,12.0"
"35,79,24084.72,24407.77"
"35,80,-16.51,10.85"
"35,81,6503.07,6360.87"
"35,82,14683.35,11430.08"
"35,83,1781.87,2101.16"
"35,85,1605.47,1442.15"
"35,87,15740.67,13250.38"
"35,90,14287.37,13057.0"
"35,91,6662.84,6842.15"
"35,92,38065.58,34137.73"
"35,93,1045.94,1325.7"
"35,94,11.64,113.7"
"35,95,41216.59,37343.0"
"35,96,5.86,7.44"
"35,97,3620.74,3418.9"
"35,98,24.6,67.8"
"36,1,2832.48,2334.36"
"36,2,11811.88,11743.97"
"36,3,344.46,321.73"
"36,4,8051.92,8231.17"
"36,5,280.46,297.5"
"36,6,9.88,12.88"
"36,7,271.16,246.22"
"36,8,3146.71,3046.08"
"36,9,26.04,107.96"
"36,10,351.86,335.28"
"36,11,198.67,265.44"
"36,12,39.87,47.31"
"36,13,10339.15,10496.29"
"36,14,1353.79,1247.11"
"36,16,564.5,479.45"
"36,17,209.55,253.43"
"36,18,557.69,329.22"
"36,20,32.0,12.5"
"36,21,131.2,154.06"
"36,22,63.52,131.01"
"36,23,-23.92,6.72"
"36,24,-8.97,2.0"
"36,25,2.96,8.98"
"36,26,182.35,93.11"
"36,29,4.0,0.0"
"36,31,15.0,98.5"
"36,32,4.0,3.75"
"36,33,-11.97,-4.5"
"36,34,-5.88,2.0"
"36,36,-30.0,0.0"
"36,38,18005.46,18848.57"
"36,40,10216.27,10373.71"
"36,41,5.0,8.0"
"36,42,149.64,88.72"
